"Week_ending_Friday","Week_number","Status","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Petrol_importer_cost_NZc.p.l","Petrol_ETS_NZc.p.l","Petrol_GST_NZc.p.l","Petrol_taxes_NZc.p.l","Petrol_price_excl_taxes_NZc.p.l","Petrol_main_port_price_NZc.p.l","Petrol_discounted_retail_price_NZc.p.l","Petrol_importer_margin_NZc.p.l","Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2005-02-04,"2005w05","Final",38.79,0.711,54.53,49.1,0,8.7,9,68.9,77.9,77.9,19.3,18.1557894106098,49.1,0,13.2,55.2,63.7,118.9,118.9,14.6,12.6319505847312,68.9
2005-02-11,"2005w06","Final",38.2,0.705,54.21,48.7,0,8.5,8.8,67.4,76.2,76.2,18.6,18.1207714757655,51.7,0,13.1,55,62.6,117.6,117.6,14,12.5879828804396,67.4
2005-02-18,"2005w07","Final",39.4,0.715,55.09,51.7,0,8.4,8.7,66.5,75.2,75.2,17.3,18.0857535409212,54.7,0,12.9,54.9,61.6,116.5,116.5,12.4,12.544015176148,66.5
2005-02-25,"2005w08","Final",41,0.724,56.65,55.8,0,8.5,8.9,68,76.9,76.9,19.3,18.0507356060769,54.7,0,13.2,55.2,64,119.2,119.2,12.3,12.5000474718564,68
2005-03-04,"2005w09","Final",42.9,0.726,59.11,55.8,0,8.6,9,68.8,77.8,77.8,17.1,18.0157176712326,55.7,0,13.4,55.3,64.9,120.2,120.2,10.2,12.4560797675648,68.8
2005-03-11,"2005w10","Final",44.66,0.737,60.59,57.8,0,9.3,9.6,73.8,83.5,83.5,18.1,17.9806997363883,54.5,0,13.5,55.5,66.4,121.9,121.9,11.7,12.4121120632732,73.9
2005-03-18,"2005w11","Final",46.21,0.741,62.36,58.6,0,9.7,10,76.9,86.9,86.9,21.1,17.945681801544,55.3,0,13.6,55.5,66.6,122.2,122.2,10.9,12.3681443589815,76.9
2005-03-25,"2005w12","Final",47.58,0.73,65.16,60.8,0,9.4,9.8,75,84.8,84.8,17.2,17.9106638666997,57.4,0,13.5,55.5,66.3,121.8,121.8,11.8,12.3241766546899,75
2005-04-01,"2005w13","Final",46.77,0.709,65.95,63.5,0,9.8,10.1,77.7,87.8,87.8,18.9,17.8481779362333,61.2,0,13.9,55.8,68.9,124.7,124.7,12.7,12.2926316367208,77.7
2005-04-08,"2005w14","Final",49.76,0.709,70.16,58.9,0,9.9,10.2,78.7,88.9,88.9,17.8,17.7856920057669,58.5,0,14.4,61.4,68.1,129.5,129.5,10.8,12.2610866187517,78.7
2005-04-15,"2005w15","Final",46.76,0.72,64.96,58.1,0,9.9,10.2,78.7,88.9,88.9,15.2,17.7232060753004,57.9,0,14.4,61.4,68.1,129.5,129.5,7,12.2295416007826,78.7
2005-04-22,"2005w16","Final",45.25,0.722,62.65,58,0,9.8,10.2,78.3,88.5,88.5,19.4,17.660720144834,55.6,0,14.4,61.4,68.1,129.5,129.5,9.7,12.1979965828135,78.3
2005-04-29,"2005w17","Final",47.19,0.726,65.03,56.1,0,9.5,9.9,76,85.9,85.9,17.9,17.5982342143676,51.4,0,14.4,61.4,68.1,129.5,129.5,10.2,12.1664515648443,76
2005-05-06,"2005w18","Final",45.83,0.731,62.71,54.9,0,9.5,9.8,75.5,85.3,85.3,17.5,17.5357482839012,51.6,0,14.1,61.1,66.1,127.2,127.2,10.5,12.1349065468752,75.5
2005-05-13,"2005w19","Final",45.5,0.728,62.53,54,0,9.3,9.6,74,83.6,83.6,17.9,17.4732623534348,50.5,0,13.8,60.7,63.2,123.9,123.9,11.8,12.1033615289061,74
2005-05-20,"2005w20","Final",44.53,0.71,62.73,56.2,0,9.1,9.4,72.2,81.6,81.6,17.3,17.4107764229684,51.7,0,13.7,60.7,62.9,123.6,123.6,11.3,12.071816510937,72.2
2005-05-27,"2005w21","Final",45.24,0.711,63.64,58.8,0,8.8,9.2,70,79.2,79.2,16,17.3216589289237,53.7,0,13.4,60.4,60.5,120.9,120.9,10,12.0687636726729,70
2005-06-03,"2005w22","Final",47.32,0.705,67.08,62.4,0,9,9.3,71.3,80.6,80.6,15.1,17.232541434879,54.9,0,13.5,60.5,61.3,121.8,121.8,9.5,12.0657108344088,71.3
2005-06-10,"2005w23","Final",49.49,0.712,69.48,64.9,0,9.4,9.8,74.9,84.6,84.6,16.1,17.1434239408343,56.9,0,13.8,60.8,63.8,124.6,124.6,10.1,12.0626579961447,74.8
2005-06-17,"2005w24","Final",50.4,0.709,71.05,64.8,0,9.7,10.1,77.5,87.6,87.6,15.1,17.0543064467896,58.6,0,14.2,61.1,66.5,127.6,127.6,11.5,12.0596051578807,77.5
2005-06-24,"2005w25","Final",50.49,0.713,70.78,65.5,0,10.2,10.6,81.6,92.2,92.2,16.7,16.9651889527449,59.3,0,14.6,61.5,69.5,131,131,12.6,12.0565523196166,81.6
2005-07-01,"2005w26","Final",53.23,0.702,75.84,70.9,0,10.4,10.8,83.1,93.9,93.9,18.7,16.8760714587002,64.4,0,14.7,61.7,70.5,132.2,132.2,12.3,12.0534994813525,83.1
2005-07-08,"2005w27","Final",53.76,0.677,79.41,69.1,0,10.4,10.8,83.1,93.9,93.9,17.6,16.7869539646555,62.3,0,14.7,62.4,69.8,132.2,132.2,10.5,12.0504466430884,83.1
2005-07-15,"2005w28","Final",54.17,0.677,80.02,65.7,0,10.6,11,84.6,95.6,95.6,13.7,16.6978364706108,63.3,0,14.8,62.5,70.7,133.2,133.2,6.4,12.0473938048244,84.6
2005-07-22,"2005w29","Final",51.38,0.678,75.8,65.1,0,10.8,11.1,85.7,96.8,96.8,16.5,16.6130640151871,64.5,0,15.1,62.7,73,135.8,135.8,10.7,12.0995442034565,85.7
2005-07-29,"2005w30","Final",51.82,0.683,75.92,65.1,0,10.4,10.8,83.1,93.9,93.9,17.4,16.5282915597634,65.9,0,15.3,63,74.9,137.9,137.9,11.6,12.1516946020886,83.1
2005-08-05,"2005w31","Final",54.63,0.686,79.61,67.5,0,10.4,10.8,83.1,93.9,93.9,18,16.4435191043397,69.1,0,15.4,63.1,75.7,138.8,138.8,11.2,12.2038450007207,83.1
2005-08-12,"2005w32","Final",55.72,0.696,80.11,66.9,0,10.5,10.9,83.9,94.8,94.8,18.8,16.358746648916,68.3,0,15.7,63.3,77.7,141,141,11.8,12.2559953993528,83.9
2005-08-19,"2005w33","Final",57.13,0.703,81.24,67,0,10.8,11.1,85.8,96.9,96.9,18.3,16.2739741934923,71,0,16,63.7,80.2,143.9,143.9,11.2,12.3081457979849,85.8
2005-08-26,"2005w34","Final",56.64,0.696,81.33,73.5,0,10.8,11.1,85.8,96.9,96.9,18.8,16.1892017380686,79.5,0,16.1,63.7,80.8,144.5,144.5,12.5,12.360296196617,85.8
2005-09-02,"2005w35","Final",58.64,0.696,84.3,73.5,0,11,11.4,87.7,99,99,20.7,16.1044292826449,79.5,0,16.7,64.3,85.7,150,150,14.7,12.4124465952491,87.6
2005-09-09,"2005w36","Final",57.25,0.707,81.01,76.5,0,11.3,11.7,90.2,101.9,101.9,16.7,16.0196568272212,78.1,0,17.1,64.8,89.4,154.2,154.2,9.9,12.4645969938812,90.2
2005-09-16,"2005w37","Final",55.5,0.706,78.6,75.6,0,11.1,11.4,88.2,99.6,99.6,11.7,15.9584396142139,74.1,0,17.1,64.7,88.9,153.6,153.6,10.7,12.5536234061544,88.2
2005-09-23,"2005w38","Final",56.69,0.698,81.2,80.3,0,11,11.4,87.7,99,99,12.1,15.8972224012066,74.6,0,16.9,64.5,87.4,151.9,151.9,13.3,12.6426498184275,87.6
2005-09-30,"2005w39","Final",56.18,0.687,81.83,83,0,11.3,11.7,90.2,101.9,101.9,9.9,15.8360051881993,73.4,0,16.9,64.5,87.4,151.9,151.9,12.8,12.7316762307007,90.2
2005-10-07,"2005w40","Final",55.96,0.695,80.54,80.3,0,11.4,11.8,91.2,103,103,8.3,15.774787975192,71,0,16.9,64.5,87.4,151.9,151.9,13.9,12.8207026429738,91.2
2005-10-14,"2005w41","Final",54.04,0.695,77.75,79.6,0,11.8,12.1,93.8,105.9,105.9,13.4,15.7135707621847,70.4,0,16.6,64.3,85.5,149.8,149.8,14.4,12.909729055247,93.8
2005-10-21,"2005w42","Final",53.83,0.698,77.18,75.1,0,11.7,12.1,93.3,105.3,105.3,13.7,15.6523535491774,67.7,0,16.5,64.1,84.2,148.3,148.3,13.7,12.9987554675201,93.2
2005-10-28,"2005w43","Final",52.96,0.704,75.19,72.2,0,11.3,11.7,90.2,101.9,101.9,15.1,15.5911363361701,62.7,0,15.8,63.5,79,142.5,142.5,11.3,13.0877818797932,90.2
2005-11-04,"2005w44","Final",52.9,0.697,75.95,68.5,0,11.3,11.7,90.2,101.9,101.9,18,15.5299191231628,62.5,0,15.5,63.2,76.7,139.9,139.9,14,13.1768082920664,90.2
2005-11-11,"2005w45","Final",53.16,0.684,77.73,67.3,0,11.3,11.6,89.7,101.3,101.3,21.2,15.4911270207584,62.2,0,15.5,63.2,76.7,139.9,139.9,14.2,13.2554220276195,89.7
2005-11-18,"2005w46","Final",50.67,0.684,74.04,68.1,0,10.8,11.2,86.3,97.5,97.5,19,15.4523349183539,60.1,0,15.3,63,74.8,137.8,137.8,12.6,13.3340357631726,86.3
2005-11-25,"2005w47","Final",50.55,0.691,73.1,65.5,0,10.5,10.9,84,94.9,94.9,15.9,15.4135428159495,58.4,0,15.2,62.9,74,136.9,136.9,13.9,13.4126494987257,84
2005-12-02,"2005w48","Final",50.5,0.702,71.98,61.2,0,10.3,10.7,82.1,92.8,92.8,16.6,15.374750713545,54.7,0,15,62.7,72.6,135.3,135.3,14.2,13.4912632342789,82.1
2005-12-09,"2005w49","Final",53.26,0.71,74.99,64.1,0,9.9,10.2,78.7,88.9,88.9,17.5,15.3359586111405,57,0,14.7,62.3,69.6,131.9,131.9,14.9,13.569876969832,78.7
2005-12-16,"2005w50","Final",54.82,0.704,77.88,68.4,0,9.9,10.3,79.2,89.5,89.5,15.1,15.2971665087361,60,0,14.7,62.4,70.1,132.5,132.5,13.1,13.6484907053851,79.2
2005-12-23,"2005w51","Final",52.68,0.682,77.23,70.7,0,10.3,10.7,82.2,92.9,92.9,13.8,15.2583744063316,59.1,0,15.1,62.8,73.1,135.9,135.9,13.2,13.7271044409382,82.2
2005-12-30,"2005w52","Final",52.11,0.678,76.85,70.6,0,10.3,10.7,82.2,92.9,92.9,11.5,15.2195823039272,60.1,0,15.1,62.8,73.1,135.9,135.9,14,13.8057181764913,82.2
2006-01-06,"2006w01","Final",55.53,0.686,80.96,73.3,0,10.4,10.8,83,93.8,93.8,12.4,15.1972555296251,65.3,0,15.2,62.9,73.9,136.8,136.8,13.8,13.8687050578061,83
2006-01-13,"2006w02","Final",57.36,0.694,82.67,72.1,0,11,11.3,87.4,98.8,98.8,14.2,15.174928755323,63.6,0,15.7,63.3,77.7,141,141,12.4,13.9316919391208,87.5
2006-01-20,"2006w03","Final",58.55,0.69,84.88,78.7,0,11.1,11.5,88.4,99.9,99.9,16.4,15.1526019810209,65.8,0,15.8,63.4,78.5,141.9,141.9,14.9,13.9946788204355,88.4
2006-01-27,"2006w04","Final",60.22,0.684,88.1,80.1,0,11.5,11.8,91.5,103.3,103.3,12.8,15.1302752067188,66.3,0,16.1,63.8,81.5,145.3,145.3,15.8,14.0576657017502,91.5
2006-02-03,"2006w05","Final",60.48,0.685,88.3,75.9,0,11.8,12.1,93.8,105.9,105.9,13.6,15.1079484324167,64.3,0,16.2,63.9,81.9,145.8,145.8,15.6,14.1206525830649,93.8
2006-02-10,"2006w06","Final",58.83,0.678,86.74,78.6,0,11.8,12.1,93.8,105.9,105.9,17.9,15.0856216581146,63.3,0,15.9,63.6,79.6,143.2,143.2,15.3,14.1836394643796,93.8
2006-02-17,"2006w07","Final",56.38,0.675,83.53,78.8,0,11.8,12.1,93.8,105.9,105.9,15.2,15.0632948838126,62.6,0,15.8,63.4,78.5,141.9,141.9,15.2,14.2466263456943,93.8
2006-02-24,"2006w08","Final",56.02,0.664,84.37,80.8,0,11.8,12.2,94.2,106.3,106.3,15.3,15.0409681095105,66.5,0,16.1,63.7,80.8,144.5,144.5,18.1,14.3096132270091,94.1
2006-03-03,"2006w09","Final",57.61,0.663,86.94,80.6,0,12,12.3,95.3,107.6,107.6,14.5,15.0458999074279,67.1,0,16.4,64.1,83.8,147.9,147.9,17.3,14.3517332825269,95.3
2006-03-10,"2006w10","Final",58.15,0.654,88.94,83.3,0,11.9,12.3,94.9,107.2,107.2,14.3,15.0508317053454,68,0,16.6,64.2,84.9,149.2,149.2,17.8,14.3938533380447,94.9
2006-03-17,"2006w11","Final",57.25,0.642,89.14,84.8,0,12.1,12.5,96.4,108.9,108.9,13.2,15.0557635032629,70.1,0,16.6,64.3,85.2,149.5,149.5,17.2,14.4359733935625,96.4
2006-03-24,"2006w12","Final",56.98,0.625,91.2,83.8,0,12.4,12.8,99,111.8,111.8,14.2,15.0606953011803,71.7,0,16.9,64.5,87.2,151.8,151.8,17.1,14.4780934490804,99
2006-03-31,"2006w13","Final",58.18,0.608,95.74,87.2,0,12.8,13.2,102,115.2,115.2,18.2,15.0656270990978,76.3,0,17.2,64.9,90.3,155.2,155.2,18.6,14.5202135045982,102
2006-04-07,"2006w14","Final",61.13,0.611,100.02,89.7,0,13,13.3,103.6,116.9,116.9,16.4,15.0705588970152,79.1,0,17.4,65.7,90.5,156.2,156.2,14.1,14.562333560116,103.6
2006-04-14,"2006w15","Final",62.65,0.613,102.16,92.5,0,13.4,13.7,106.6,120.3,120.3,16.9,15.0754906949327,83.4,0,17.7,66.1,93.3,159.3,159.3,14.1,14.6044536156339,106.6
2006-04-21,"2006w16","Final",65.75,0.628,104.64,97,0,13.7,14,108.9,122.9,122.9,16.4,15.0804224928502,86.7,0,18.3,66.6,97.8,164.5,164.5,14.5,14.6465736711517,108.9
2006-04-28,"2006w17","Final",66.49,0.631,105.35,100.2,0,13.8,14.2,110.2,124.3,124.3,13.2,15.0955023711755,87.3,0,18.8,67.1,101.6,168.8,168.8,15,14.6429706284301,110.1
2006-05-05,"2006w18","Final",66.81,0.638,104.65,101.1,0,14.2,14.6,113.3,127.9,127.9,13.2,15.1105822495009,92,0,19,67.4,103.5,170.9,170.9,16.2,14.6393675857085,113.3
2006-05-12,"2006w19","Final",65.78,0.632,104.03,101.7,0,14.2,14.6,113.3,127.9,127.9,12.3,15.1256621278263,92.5,0,19,67.4,103.5,170.9,170.9,11.6,14.6357645429869,113.3
2006-05-19,"2006w20","Final",63.65,0.623,102.09,101.2,0,14.2,14.6,113.3,127.9,127.9,11.6,15.1407420061516,93.9,0,19,67.4,103.5,170.9,170.9,11,14.6321615002653,113.3
2006-05-26,"2006w21","Final",64.35,0.629,102.38,96.5,0,14.2,14.6,113.3,127.9,127.9,12.1,15.155821884477,92.1,0,19,67.4,103.5,170.9,170.9,9.6,14.6285584575437,113.3
2006-06-02,"2006w22","Final",65.32,0.635,102.91,96,0,14.2,14.6,113.3,127.9,127.9,16.9,15.1709017628024,90,0,19,67.4,103.5,170.9,170.9,11.5,14.6249554148221,113.3
2006-06-09,"2006w23","Final",65.77,0.629,104.57,96.3,0,14.2,14.6,113.3,127.9,127.9,17.4,15.1859816411278,89.3,0,19,67.4,103.5,170.9,170.9,13.5,14.6213523721005,113.3
2006-06-16,"2006w24","Final",63.7,0.625,101.89,95.4,0,14.2,14.6,113.3,127.9,127.9,17.1,15.2010615194531,88.1,0,19,67.4,103.5,170.9,170.9,14.2,14.6177493293789,113.3
2006-06-23,"2006w25","Final",63.99,0.616,103.94,94.3,0,14,14.4,111.8,126.2,126.2,16.4,15.2002249021702,85.4,0,18.8,67.2,102,169.2,169.2,13.9,14.5759622633344,111.8
2006-06-30,"2006w26","Final",66.66,0.603,110.54,96.9,0,13.8,14.1,109.8,123.9,123.9,15.5,15.1993882848872,91.2,0,18.5,66.9,100,166.9,166.9,14.6,14.53417519729,109.8
2006-07-07,"2006w27","Final",68.81,0.607,113.42,98,0,13.8,14.1,109.8,123.9,123.9,12.9,15.1985516676042,92.3,0,18.9,67.2,102.5,169.8,169.8,11.4,14.4923881312455,109.8
2006-07-14,"2006w28","Final",69.58,0.615,113.11,97.1,0,13.8,14.1,109.8,123.9,123.9,11.8,15.1977150503213,91.2,0,19,67.4,103.5,170.9,170.9,11.2,14.4506010652011,109.8
2006-07-21,"2006w29","Final",69.19,0.623,111.08,95.6,0,14.1,14.4,112.1,126.5,126.5,15,15.1968784330383,91.1,0,19.4,67.8,107,174.8,174.8,15.8,14.4088139991566,112.1
2006-07-28,"2006w30","Final",68.34,0.622,109.82,94.9,0,14.2,14.6,113.3,127.9,127.9,17.8,15.1960418157553,90.7,0,19.7,68,108.9,176.9,176.9,17.7,14.3670269331122,113.3
2006-08-04,"2006w31","Final",70.17,0.62,113.22,96.7,0,14,14.3,111.4,125.8,125.8,16.6,15.1952051984724,93.5,0,19.7,68,108.9,176.9,176.9,18.1,14.3252398670677,111.5
2006-08-11,"2006w32","Final",71.21,0.628,113.39,97.8,0,13.9,14.2,110.7,124.9,124.9,14,15.1943685811894,91.3,0,19.7,68,108.9,176.9,176.9,15.4,14.2834528010233,110.7
2006-08-18,"2006w33","Final",68.17,0.636,107.18,95,0,13.9,14.2,110.7,124.9,124.9,12.8,15.1709491679738,84.4,0,19.2,67.6,105.4,173,173,14.1,14.2369145915507,110.7
2006-08-25,"2006w34","Final",68.12,0.638,106.85,94.5,0,13.8,14.1,109.9,124,124,14.9,15.1475297547583,83.3,0,18.5,66.9,100,166.9,166.9,15.5,14.190376382078,109.9
2006-09-01,"2006w35","Final",65.21,0.645,101.1,92.3,0,13.5,13.9,108,121.9,121.9,13.5,15.1241103415427,77.2,0,18.4,66.8,98.7,165.5,165.5,15.4,14.1438381726054,108
2006-09-08,"2006w36","Final",63.42,0.65,97.58,89.6,0,13.4,13.7,106.5,120.2,120.2,14.2,15.1006909283271,70.8,0,17.6,66,92.5,158.5,158.5,15.3,14.0972999631328,106.5
2006-09-15,"2006w37","Final",60.05,0.647,92.8,82.7,0,13.1,13.5,104.8,118.3,118.3,15.3,15.0772715151116,68.3,0,17.2,65.5,88.9,154.5,154.5,18.1,14.0507617536602,104.8
2006-09-22,"2006w38","Final",57.53,0.661,86.98,77.5,0,12.7,13,100.9,113.9,113.9,18.2,15.053852101896,66.4,0,16.5,64.9,83.7,148.6,148.6,15.5,14.0042235441875,100.9
2006-09-29,"2006w39","Final",56.52,0.66,85.61,76.2,0,11.8,12.2,94,106.2,106.2,16.6,15.0304326886804,65.4,0,16.2,64.6,81.1,145.6,145.6,14.7,13.9576853347149,94
2006-10-06,"2006w40","Final",56.27,0.659,85.37,75.7,0,11.4,11.8,91.2,103.9,103,15,15.0070132754649,64,0,15.9,64.2,78.5,143.9,142.8,13.2,13.9111471252423,92.0003883495146
2006-10-13,"2006w41","Final",56.29,0.659,85.41,74.2,0,11.4,11.8,91.2,103.9,103,15.4,14.9626561494723,62.3,0,15.9,64.2,78.5,143.9,142.8,14.6,13.8709261275793,92.0003883495146
2006-10-20,"2006w42","Final",56.73,0.662,85.66,72.9,0,11.4,11.8,91.2,103.9,103,17,14.9182990234798,62.1,0,15.9,64.2,78.5,143.9,142.8,16.2,13.8307051299162,92.0003883495146
2006-10-27,"2006w43","Final",56.77,0.66,86.07,72.5,0,11.4,11.8,91.2,103.9,103,18.3,14.8739418974872,61.7,0,15.9,64.2,78.5,143.9,142.8,16.4,13.7904841322532,92.0003883495146
2006-11-03,"2006w44","Final",55.48,0.669,82.91,68.6,0,11.3,11.6,89.9,102.5,101.6,17.4,14.8295847714947,59.1,0,15.7,64.1,77.3,142.5,141.3,15.6,13.7502631345902,90.7999015748031
2006-11-10,"2006w45","Final",57.53,0.668,86.12,68.8,0,10.9,11.2,86.7,98.9,98,18.1,14.7852276455021,60.9,0,15.3,63.7,74.1,138.9,137.8,14.9,13.7100421369272,87.5998979591837
2006-11-17,"2006w46","Final",56.57,0.662,85.4,70.5,0,10.9,11.2,86.7,98.9,98,17.9,14.7408705195096,61.8,0,15.3,63.7,74.1,138.9,137.8,13.2,13.6698211392641,87.5998979591837
2006-11-24,"2006w47","Final",56.13,0.669,83.9,72,0,10.9,11.2,86.7,98.9,98,16.3,14.696513393517,63.1,0,15.3,63.7,74.1,138.9,137.8,12.3,13.6296001416011,87.5998979591837
2006-12-01,"2006w48","Final",58.97,0.677,87.1,72.1,0,10.9,11.2,86.7,98.9,98,14.8,14.6521562675245,65,0,15.4,63.8,75.1,140,138.9,12,13.5893791439381,87.5998979591837
2006-12-08,"2006w49","Final",59.76,0.688,86.92,70.9,0,10.9,11.2,86.7,98.9,98,14.6,14.6028978479824,64.3,0,15.8,64.1,77.6,142.9,141.8,12.7,13.5671178519037,87.5998979591837
2006-12-15,"2006w50","Final",58.23,0.689,84.46,71.9,0,10.9,11.2,86.7,98.9,98,15.8,14.5536394284404,65.7,0,15.8,64.1,77.6,142.9,141.8,13.4,13.5448565598692,87.5998979591837
2006-12-22,"2006w51","Final",58.44,0.693,84.29,71.7,0,10.9,11.2,86.7,98.9,98,14.8,14.5043810088983,67,0,15.8,64.1,77.6,142.9,141.8,11.9,13.5225952678348,87.5998979591837
2006-12-29,"2006w52","Final",56.88,0.703,80.95,69,0,10.9,11.2,86.7,98.9,98,15.1,14.4551225893562,65.8,0,15.8,64.1,77.6,142.9,141.8,10.6,13.5003339758004,87.5998979591837
2007-01-05,"2007w01","Final",53.55,0.704,76.05,67.4,0,10.7,11.1,85.2,98.9,96.3,16.3,14.4058641698142,63.3,0,15.6,63.9,76.2,142.9,140.2,10.4,13.4780726837659,87.5111111111111
2007-01-12,"2007w02","Final",51.2,0.689,74.27,68.1,0,10.4,10.8,83.2,96.6,94,15.8,14.3566057502721,60.6,0,15.3,63.7,74.2,140.6,137.9,11,13.4558113917315,85.5123404255319
2007-01-19,"2007w03","Final",49.55,0.694,71.44,66.9,0,10.1,10.5,80.8,93.9,91.3,12.7,14.30734733073,57.6,0,15,63.4,71.8,137.9,135.2,11.2,13.4335500996971,83.1123767798467
2007-01-26,"2007w04","Final",51.83,0.699,74.17,67.2,0,10.1,10.5,80.8,93.9,91.3,13.9,14.2580889111879,58.9,0,15,63.4,71.8,137.9,135.2,14.2,13.4112888076627,83.1123767798467
2007-02-02,"2007w05","Final",53.36,0.691,77.26,70.3,0,10.1,10.5,80.8,93.9,91.3,13.6,14.2146351403736,61.5,0,15,63.4,71.8,137.9,135.2,12.9,13.4167232133856,83.1123767798467
2007-02-09,"2007w06","Final",55.44,0.684,81.03,72.6,0,10.4,10.8,83.1,96.5,93.9,12.8,14.1711813695593,63.6,0,15.3,63.7,74.1,140.5,137.8,12.6,13.4221576191086,85.4120340788072
2007-02-16,"2007w07","Final",54.31,0.688,78.89,69.9,0,10.8,11.2,86.1,99.9,97.3,13.5,14.127727598745,62.4,0,15.7,64.1,77.1,143.9,141.2,13.6,13.4275920248315,88.411408016444
2007-02-23,"2007w08","Final",56.99,0.703,81.09,69.4,0,10.7,11.1,85.6,99.3,96.7,15.7,14.0842738279307,64.7,0,15.7,64.1,77.1,143.9,141.2,14.7,13.4330264305545,87.9123061013444
2007-03-02,"2007w09","Final",58.94,0.702,83.91,71.3,0,10.4,10.7,82.6,95.9,93.3,13.2,14.0408200571164,68.8,0,15.8,64.1,77.6,144.5,141.8,12.9,13.4384608362774,84.9101822079314
2007-03-09,"2007w10","Final",58.45,0.682,85.73,73.4,0,10.6,10.9,84.1,97.6,95,12.8,13.9973662863021,73.1,0,16.4,64.7,82.6,150,147.3,13.8,13.4438952420003,86.4098947368421
2007-03-16,"2007w11","Final",57.63,0.693,83.17,71.9,0,10.8,11.2,86.1,99.9,97.3,12.8,13.9539125154878,72,0,16.7,65.1,85.5,153.3,150.6,12.4,13.4493296477233,88.411408016444
2007-03-23,"2007w12","Final",58.02,0.705,82.28,70.9,0,10.8,11.2,86.1,99.9,97.3,14.2,13.9104587446735,70.6,0,17,65.4,87.8,155.9,153.2,15.8,13.4547640534462,88.411408016444
2007-03-30,"2007w13","Final",61.86,0.714,86.7,74,0,10.8,11.2,86.1,99.9,97.3,15.2,13.8728843540905,72.8,0,17,65.4,87.8,155.9,153.2,17.2,13.4868723378621,88.411408016444
2007-04-06,"2007w14","Final",63.75,0.72,88.55,75.7,0,11,11.4,88,100.5,99.4,14,13.8353099635075,74,0,17.3,66.2,89,155.9,155.3,16.2,13.5189806222779,88.9782696177062
2007-04-13,"2007w15","Final",64.42,0.728,88.5,75.8,0,10.8,11.1,85.8,97.9,96.9,10,13.7977355729245,74.3,0,16.8,65.8,85.5,151.9,151.3,11.5,13.5510889066937,86.6885448916409
2007-04-20,"2007w16","Final",62.84,0.744,84.5,73.8,0,10.8,11.1,85.8,97.9,96.9,10,13.7601611823415,73,0,16.8,65.8,85.5,151.9,151.3,11.2,13.5831971911095,86.6885448916409
2007-04-27,"2007w17","Final",64.01,0.744,86,75.5,0,10.8,11.2,86.3,98.5,97.4,12.5,13.7225867917585,76.1,0,16.9,65.9,86,152.5,151.8,13,13.6153054755253,87.1780287474333
2007-05-04,"2007w18","Final",63.47,0.739,85.93,76.1,0,11.2,11.6,89.3,101.9,100.9,13.8,13.6850124011755,78.1,0,17.3,66.2,89,155.9,155.3,12.9,13.6474137599411,90.1889990089197
2007-05-11,"2007w19","Final",62.55,0.734,85.27,76.7,0,11.1,11.5,88.4,100.9,99.9,12.3,13.6474380105926,78.8,0,17.1,66.1,88.1,154.9,154.3,10,13.6795220443569,89.2888888888889
2007-05-18,"2007w20","Final",64.79,0.735,88.15,77.2,0,11,11.4,87.9,100.3,99.3,11.2,13.6098636200096,81.6,0,17.1,66.1,87.6,154.3,153.7,8.8,13.7116303287727,88.789224572004
2007-05-25,"2007w21","Final",66.39,0.728,91.17,78.8,0,11,11.4,88,100.5,99.4,10.9,13.5767292276952,82.3,0,17.1,66.1,87.8,154.5,153.8,6.1,13.7356870204887,88.9782696177062
2007-06-01,"2007w22","Final",63.85,0.73,87.53,77.7,0,10.8,11.1,85.8,97.9,96.9,6.9,13.5435948353809,79.1,0,16.8,65.8,85.5,151.9,151.3,3.2,13.7597437122046,86.6885448916409
2007-06-08,"2007w23","Final",65.73,0.751,87.56,75.7,0,10.9,11.3,87,99.3,98.3,9.4,13.5104604430666,75,0,17,66,86.7,153.3,152.7,7.7,13.7838004039206,87.8891149542218
2007-06-15,"2007w24","Final",65.61,0.752,87.23,75.8,0,11.3,11.7,90.2,102.9,101.9,14.5,13.4773260507522,73.2,0,17.4,66.4,89.9,156.9,156.3,14.9,13.8078570956365,91.0891069676153
2007-06-22,"2007w25","Final",66.95,0.758,88.38,76.6,0,11.3,11.7,90.2,102.9,101.9,14.4,13.4441916584379,73,0,17.4,66.4,89.9,156.9,156.3,16.7,13.8319137873524,91.0891069676153
2007-06-29,"2007w26","Final",66.37,0.766,86.66,75.1,0,11.3,11.7,90.2,102.9,101.9,13.6,13.4110572661236,73.5,0,17.4,66.4,89.9,156.9,156.3,16.9,13.8559704790684,91.0891069676153
2007-07-06,"2007w27","Final",68.54,0.78,87.85,75.2,0,11.3,11.6,89.9,102.9,101.6,14.9,13.3779228738092,74.2,0,17.4,67.9,88.5,157.5,156.4,15,13.8800271707843,91.1554133858268
