"Week_ending_Friday","Week_number","Status","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Petrol_importer_cost_NZc.p.l","Petrol_ETS_NZc.p.l","Petrol_GST_NZc.p.l","Petrol_taxes_NZc.p.l","Petrol_price_excl_taxes_NZc.p.l","Petrol_main_port_price_NZc.p.l","Petrol_discounted_retail_price_NZc.p.l","Petrol_importer_margin_NZc.p.l","Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2009-06-19,"2009w25","Final",70.25,0.634,110.77,84,0,11.7,12.1,93.3,107.3,105.4,9.9,14.318614856689,85.8,0,18.5,71.1,95.5,167.9,166.5,10,12.9512250934143,94.9890891840607
2009-06-26,"2009w26","Final",68.72,0.638,107.7,81.1,0,12.1,12.5,96.5,110.9,108.9,12.5,14.369932829258,82.1,0,18.5,71.1,95.5,167.9,166.5,9.6,13.0040039990313,98.1777777777778
2009-07-03,"2009w27","Final",68.62,0.642,106.82,79.4,0,12.1,12.5,96.6,110.9,109.1,15.5,14.4212508018271,80,0,18.5,71.6,94.6,167.9,166.2,12.4,13.0567829046482,98.2003666361137
2009-07-10,"2009w28","Final",61.56,0.63,97.68,74.1,0,11.9,12.3,95,109.2,107.3,15.7,14.4725687743962,74.6,0,18.2,71.3,92.5,165.6,163.9,12.5,13.1095618102651,96.6892823858341
2009-07-17,"2009w29","Final",62.24,0.64,97.3,71.9,0,11.5,11.9,92,105.8,103.9,17.9,14.5381676008984,73,0,17.7,70.8,88.5,161,159.3,13.9,13.134854011503,93.6897016361886
2009-07-24,"2009w30","Final",66.45,0.655,101.49,75.7,0,11.1,11.5,88.6,101.9,100.1,16.6,14.6037664274005,76.8,0,17.5,70.6,86.6,158.9,157.2,13.6,13.1601462127409,90.2003996003996
2009-07-31,"2009w31","Final",67.26,0.654,102.9,77.9,0,11.2,11.5,88.9,102.3,100.4,13.2,14.6693652539027,79.8,0,17.8,70.9,89.1,161.8,160,12.3,13.1854384139788,90.5880478087649
2009-08-07,"2009w32","Final",72.42,0.669,108.24,80.5,0,11.4,11.7,90.5,104,102.2,12.6,14.7349640804048,84,0,18.3,71.4,92.9,166,164.3,13.1,13.2107306152168,92.099217221135
2009-08-14,"2009w33","Final",71,0.673,105.49,80.5,0,11.7,12,93,106.9,105.1,12.6,14.800562906907,83.8,0,18.6,71.7,95.5,168.9,167.2,11.4,13.2360228164547,94.6996194100856
2009-08-21,"2009w34","Final",70.77,0.674,105.01,78.7,0,11.7,12,93,106.9,105.1,12.5,14.8661617334091,80.3,0,18.6,71.7,95.5,168.9,167.2,11.7,13.2613150176926,94.6996194100856
2009-08-28,"2009w35","Final",71.33,0.684,104.25,78.5,0,11.7,12,93,106.9,105.1,14.3,14.9317605599113,80.7,0,18.6,71.7,95.5,168.9,167.2,15.1,13.2866072189305,94.6996194100856
2009-09-04,"2009w36","Final",66.74,0.679,98.23,76.2,0,11.7,12,93,106.9,105.1,14.5,14.9973593864134,77.8,0,18.4,71.6,94.3,167.6,165.9,13.6,13.3118994201685,94.6996194100856
2009-09-11,"2009w37","Final",68.58,0.696,98.54,73.7,0,11.7,12,93,106.9,105.1,16.8,15.0797081462748,75.2,0,18.2,71.4,92.8,165.9,164.2,15,13.3598105906149,94.6996194100856
2009-09-18,"2009w38","Final",68.6,0.707,97.09,72.1,0,11.4,11.8,91.1,104.8,102.9,17.4,15.1620569061362,73.7,0,18,71.1,90.9,163.8,162,15.7,13.4077217610613,92.7895043731778
2009-09-25,"2009w39","Final",66.55,0.716,92.99,70.7,0,11.3,11.7,90.3,103.9,102.1,18.3,15.2444056659976,70.6,0,17.9,71,90.1,162.9,161.2,16.4,13.4556329315077,92.0007835455436
2009-10-02,"2009w40","Final",66.22,0.717,92.32,69.2,0,10.9,11.3,86.8,99.9,98.1,16.1,15.326754425859,67.9,0,17.3,71.3,84.4,156.9,155.7,13.8,13.5035441019542,88.4
2009-10-09,"2009w41","Final",68.4,0.732,93.44,69.3,0,10.9,11.3,86.8,99.9,98.1,17.6,15.4091031857204,67.7,0,17.4,73.5,83.1,157.9,156.7,15.2,13.5514552724006,88.4
2009-10-16,"2009w42","Final",72.45,0.74,97.94,73.5,0,10.9,11.3,86.8,99.9,98.1,17.5,15.4914519455818,70.3,0,17.4,73.5,83.1,157.9,156.7,15.4,13.599366442847,88.4
2009-10-23,"2009w43","Final",77,0.752,102.35,76.7,0,11.2,11.5,88.9,102.2,100.4,15.3,15.5738007054432,73.2,0,17.6,73.7,84.7,159.6,158.4,14.4,13.6472776132934,90.499203187251
2009-10-30,"2009w44","Final",76.25,0.736,103.55,78.3,0,11.5,11.8,91.4,105,103.2,14.7,15.6561494653046,75.5,0,17.9,74,87.1,162.3,161.1,13.8,13.6951887837399,92.9994186046512
2009-11-06,"2009w45","Final",77.08,0.72,107.09,79.9,0,11.8,12.2,93.9,107.9,106.1,15.6,15.7443463390807,76.4,0,18.3,74.4,90.2,165.9,164.7,14.7,13.7843591751077,95.4998114985862
2009-11-13,"2009w46","Final",77.12,0.738,104.44,77.2,0,11.8,12.2,93.9,107.9,106.1,14.1,15.8325432128569,74.9,0,18.3,74.4,90.2,165.9,164.7,13.8,13.8735295664755,95.4998114985862
2009-11-20,"2009w47","Final",78.28,0.743,105.41,76.9,0,11.8,12.2,93.9,107.9,106.1,16.8,15.920740086633,75.4,0,18.3,74.4,90.2,165.9,164.7,15.3,13.9626999578433,95.4998114985862
2009-11-27,"2009w48","Final",77.27,0.726,106.41,78,0,11.8,12.2,93.9,107.9,106.1,17.1,16.0089369604091,76.2,0,18.3,74.4,90.2,165.9,164.7,14.8,14.0518703492112,95.4998114985862
2009-12-04,"2009w49","Final",79.19,0.72,109.96,79.4,0,11.8,12.2,93.9,107.9,106.1,16,16.0971338341852,78.3,0,18.3,74.4,90.2,165.9,164.7,14.1,14.141040740579,95.4998114985862
2009-12-11,"2009w50","Final",74.57,0.717,104,78,0,11.8,12.2,93.9,107.9,106.1,14.5,16.1853307079613,77,0,18.3,74.5,90.5,166.2,165,12.2,14.2302111319468,95.4998114985862
2009-12-18,"2009w51","Final",72.97,0.721,101.25,75.5,0,11.8,12.1,93.8,107.8,106,15.8,16.2735275817374,75.3,0,18.4,74.5,90.8,166.5,165.2,13.7,14.3193815233147,95.4996226415094
2009-12-25,"2009w52","Final",73.13,0.705,103.76,79,0,11.7,12.1,93,106.9,105.1,17.6,16.3617244555135,79.4,0,18.1,74.2,88.5,163.9,162.7,13.2,14.4085519146825,94.5996194100856
2010-01-01,"2009w53","Final",77.09,0.716,107.69,81.2,0,11.7,12.1,93,106.9,105.1,14,16.438469316378,81.6,0,18.1,74.2,88.5,163.9,162.7,9.1,14.4947125270093,94.5996194100856
2010-01-08,"2010w01","Final",80.01,0.73475,108.894181694454,81.0691537692697,0,11.9442680776014,12.3192680776014,95.1791446208113,109.042857142857,107.498412698413,14.1099908515416,16.5152141772424,81.0944728873757,0,18.5536155202822,74.6826155202822,92.2999241622575,168.471428571429,166.98253968254,11.2054512748818,14.5808731393362,96.5519841269841
2010-01-15,"2010w02","Final",78.32,0.74054,105.760661139169,79.6036510013336,0,12.2934744268078,12.6684744268078,97.9727954144621,112.185714285714,110.64126984127,18.3691444131285,16.5919590381069,81.5623984676395,0,19.1567901234568,75.2857901234568,97.1253209876543,173.9,172.411111111111,15.5629225200148,14.6670337516631,99.3456349206349
2010-01-22,"2010w03","Final",75.36,0.72808,103.505109328645,77.6632433092717,0,12.2458553791887,12.6208553791887,97.5918430335097,111.757142857143,110.212698412698,19.928599724238,16.6687038989713,80.6966030994154,0,19.1409171075838,75.2699171075838,96.9983368606702,173.757142857143,172.268253968254,16.3017337612548,14.7531943639899,98.9646825396825
2010-01-29,"2010w04","Final",72.56,0.70886,102.361538244505,76.5850434072269,0,12.1506172839506,12.5256172839506,96.8299382716049,110.9,109.355555555556,20.2448948643781,16.7454487598357,81.6550985307888,0,19.0456790123457,75.1746790123457,96.2364320987654,172.9,171.411111111111,14.5813335679767,14.8393549763168,98.2027777777778
2010-02-05,"2010w05","Final",73.12,0.70224,104.123946229209,77.9028697665298,0,12.1506172839506,12.5256172839506,96.8299382716049,110.9,109.355555555556,18.9270685050751,16.8221936207002,83.3234222222025,0,19.0456790123457,75.1746790123457,96.2364320987654,172.9,171.411111111111,12.913009876563,14.9255155886437,98.2027777777778
2010-02-12,"2010w06","Final",70.92,0.69154,102.553720681378,77.9467170576587,0,12.1506172839506,12.5256172839506,96.8299382716049,110.9,109.355555555556,18.8832212139462,16.8989384815646,81.2697813147841,0,19.0456790123457,75.1746790123457,96.2364320987654,172.9,171.411111111111,14.9666507839813,15.0116762009705,98.2027777777778
2010-02-19,"2010w07","Final",75.71,0.70002,108.15405274135,79.8443827657384,0,12.1506172839506,12.5256172839506,96.8299382716049,110.9,109.355555555556,16.9855555058665,16.9756833424291,83.1313855903448,0,19.0456790123457,75.1746790123457,96.2364320987654,172.9,171.411111111111,13.1050465084206,15.0978368132974,98.2027777777778
2010-02-26,"2010w08","Final",75.72,0.69588,108.811864114502,81.9653361516202,0,12.1506172839506,12.5256172839506,96.8299382716049,110.9,109.355555555556,14.8646021199848,17.0349355178945,85.3123726853109,0,19.0456790123457,75.1746790123457,96.2364320987654,172.9,171.411111111111,10.9240594134545,15.1528637329692,98.2027777777778
2010-03-05,"2010w09","Final",76.98,0.69508,110.749841744835,83.0884473293438,0,12.2776014109347,12.6526014109347,97.845811287478,112.042857142857,110.498412698413,14.7573639581342,17.0941876933599,86.4832284165658,0,19.363139329806,75.492139329806,98.776114638448,175.757142857143,174.268253968254,12.2928862218821,15.207890652641,99.2186507936508
2010-03-12,"2010w10","Final",78.08,0.70078,111.418704871714,84.307663960068,0,12.6109347442681,12.9859347442681,100.512477954145,115.042857142857,113.498412698413,16.2048139940766,17.1534398688254,88.1027138126618,0,19.8393298059965,75.9683298059965,102.585638447972,180.042857142857,178.553968253968,14.48292463531,15.2629175723127,101.885317460317
2010-03-19,"2010w11","Final",77.13,0.70932,108.737946201996,82.9743682082093,0,12.7061728395062,13.0811728395062,101.274382716049,115.9,114.355555555556,18.3000145078401,17.2126920442908,86.4741049591429,0,19.9345679012346,76.0635679012346,103.347543209877,180.9,179.411111111111,16.8734382507337,15.3179444919845,102.647222222222
2010-03-26,"2010w12","Final",77.27,0.7052,109.571752694271,82.838850412927,0,12.7061728395062,13.0811728395062,101.274382716049,115.9,114.355555555556,18.4355323031224,17.2719442197563,85.4576649755002,0,19.9345679012346,76.0635679012346,103.347543209877,180.9,179.411111111111,17.8898782343763,15.3729714116563,102.647222222222
2010-04-02,"2010w13","Final",79.27,0.708425,111.896107562551,84.1108611168097,0,12.6931565788709,13.0681565788709,101.170252630967,115.9,114.238409209838,17.0593915141572,17.3311963952217,85.9875987101813,0,19.5976335833479,75.7266335833479,100.652068666783,178.042857142857,176.378702250131,14.6644699566017,15.4279983313281,102.647222222222
2010-04-09,"2010w14","Final",82.82,0.706125,117.288015577978,89.6682614863712,0,12.8738705738706,13.2488705738706,102.615964590965,117.614285714286,115.864835164835,12.9477031045934,17.3904485706872,88.8565595225002,0,19.7258852258852,75.8548852258852,101.678081807082,179.328571428571,177.532967032967,12.8215222845816,15.4830252509999,104.171031746032
2010-04-16,"2010w15","Final",83.71,0.7138,117.27374614738,88.7511563096831,0,13.0167277167277,13.3917277167277,103.758821733822,118.9,117.150549450549,15.0076654241387,17.4497007461526,87.3690344705526,0,20.0115995115995,76.1405995115995,103.963796092796,181.9,180.104395604396,16.5947616222435,15.5380521706716,105.313888888889
2010-04-23,"2010w16","Final",83.26,0.7094,117.366788835636,88.5950823200982,0,13.0167277167277,13.3917277167277,103.758821733822,118.9,117.150549450549,15.1637394137235,17.4800578489433,86.9613930703321,0,20.0115995115995,76.1405995115995,103.963796092796,181.9,180.104395604396,17.002403022464,15.5685824026117,105.313888888889
2010-04-30,"2010w17","Final",84.63,0.71922,117.669141570034,89.5224033602277,0,13.254822954823,13.629822954823,105.663583638584,121.042857142857,119.293406593407,16.1411802783559,17.5104149517339,87.4908266669924,0,20.0115995115995,76.1405995115995,103.963796092796,181.9,180.104395604396,16.4729694258037,15.5991126345517,107.218650793651
2010-05-07,"2010w18","Final",81.09,0.72328,112.114257272426,88.7884423628716,0,13.3500610500611,13.7250610500611,106.425488400488,121.9,120.150549450549,17.6370460376168,17.5407720545246,84.9404123880686,0,20.0115995115995,76.1405995115995,103.963796092796,181.9,180.104395604396,19.0233837047275,15.6296428664918,107.980555555556
2010-05-14,"2010w19","Final",79.5,0.71622,110.999413588004,86.2600497357757,0,13.3500610500611,13.7250610500611,106.425488400488,121.9,120.150549450549,20.1654386647127,17.5711291573152,81.5461909567083,0,19.5671550671551,75.6961550671551,100.408240537241,177.9,176.104395604396,18.8620495805323,15.6601730984319,107.980555555556
2010-05-21,"2010w20","Final",72.43,0.68882,105.150837664412,83.014435885001,0,13.1595848595849,13.5345848595849,104.901678876679,120.185714285714,118.436263736264,21.8872429916779,17.6014862601059,80.0302083901497,0,19.3766788766789,75.5056788766789,98.884431013431,176.185714285714,174.39010989011,18.8542226232813,15.6907033303719,106.456746031746
2010-05-28,"2010w21","Final",70.14,0.67286,104.241595577089,81.7021517863178,0,12.8738705738706,13.2488705738706,102.615964590965,117.614285714286,115.864835164835,20.9138128046468,17.6318433628965,78.4408898450265,0,19.1544566544567,75.2834566544566,97.1066532356532,174.185714285714,172.39010989011,18.6657633906267,15.721233562312,104.171031746032
2010-06-04,"2010w22","Final",73.46,0.67982,108.058015357006,84.4272019473047,0,12.6833943833944,13.0583943833944,101.092155067155,115.9,114.150549450549,16.6649531198503,17.6622004656872,80.955711456385,0,19.0115995115995,75.1405995115995,95.9637960927961,172.9,171.104395604396,15.0080846364111,15.751763794252,102.647222222222
2010-06-11,"2010w23","Final",72.7,0.670525,108.422504753738,84.3217306030093,0,12.6833943833944,13.0583943833944,101.092155067155,115.9,114.150549450549,16.7704244641457,17.6925575684778,81.5726854688639,0,19.0115995115995,75.1405995115995,95.9637960927961,172.9,171.104395604396,14.3911106239322,15.7822940261921,102.647222222222
2010-06-18,"2010w24","Final",75.37,0.69724,108.097642131834,84.9317079539803,0,12.6833943833944,13.0583943833944,101.092155067155,115.9,114.150549450549,16.1604471131748,17.6843212183457,81.4146283316279,0,19.0115995115995,75.1405995115995,95.9637960927961,172.9,171.104395604396,14.5491677611682,15.7984462415743,102.647222222222
2010-06-25,"2010w25","Final",75.32,0.70982,106.111408526105,84.3408852887871,0,12.8421245421245,13.2171245421245,102.361996336996,117.328571428571,115.579120879121,18.0211110482093,17.6760848682135,79.9846559804436,0,19.2496947496947,75.3786947496947,97.868557997558,175.042857142857,173.247252747253,17.8839020171144,15.8145984569565,103.917063492064
2010-07-02,"2010w26","Final",72.23,0.69724,103.594171303999,82.5049684414477,0.9612,13.0683146391221,13.4433146391221,103.210317112977,119.614285714286,117.614831752099,20.705348671529,17.6678485180814,79.2004124568528,0.8316,19.50062339317,75.62962339317,99.0443871453598,177.614285714286,175.50561053853,19.843974688507,15.8307506723387,104.98760952381
2010-07-09,"2010w27","Final",71.64,0.6958,102.960620868066,81.3710262372063,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,19.5959012990255,17.6596121679492,78.6629972072507,2.079,19.2840579710145,75.4130579710145,96.0644637681159,175.9,173.55652173913,17.4014665608653,15.8469028877209,102.910888888889
2010-07-16,"2010w28","Final",73.22,0.71688,102.137038276978,81.2112437559334,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,19.7556837802985,17.6513758178171,78.1854367799513,2.079,19.2840579710145,75.4130579710145,96.0644637681159,175.9,173.55652173913,17.8790269881646,15.8630551031031,102.910888888889
2010-07-23,"2010w29","Final",73.79,0.71336,103.440058315577,82.4625067308576,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,18.5044208053743,17.6431394676849,79.5264358951382,2.079,19.2840579710145,75.4130579710145,96.0644637681159,175.9,173.55652173913,16.5380278729777,15.8792073184853,102.910888888889
2010-07-30,"2010w30","Final",73.92,0.72768,101.583113456464,81.7158677472649,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,19.251059788967,17.6349031175528,78.3498919992366,2.079,19.2840579710145,75.4130579710145,96.0644637681159,175.9,173.55652173913,17.7145717688794,15.8953595338675,102.910888888889
2010-08-06,"2010w31","Final",78.78,0.73062,107.826229777449,85.0832460811737,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,15.8836814550582,17.6266667674206,80.8521731209624,2.079,19.3792960662526,75.5082960662526,96.8263685300207,176.757142857143,174.413664596273,15.9741954090583,15.9115117492497,102.910888888889
2010-08-13,"2010w32","Final",74.47,0.72176,103.17834183108,82.9938630784379,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,17.973064457794,17.6145814375708,79.2439802893637,2.079,19.5062801932367,75.6352801932367,97.8422415458937,177.9,175.55652173913,18.59826125653,15.9089999827973,102.910888888889
2010-08-20,"2010w33","Final",72.61,0.70852,102.48122847626,82.508734773769,2.403,12.968115942029,13.343115942029,100.966927536232,118.9,116.713043478261,18.4581927624628,17.6024961077209,78.9339227308853,2.079,19.3158040027605,75.4448040027605,96.3184320220842,176.185714285714,173.842236024845,17.3845092911989,15.9064882163449,102.910888888889
2010-08-27,"2010w34","Final",71.28,0.7036,101.307561114269,81.9355211861821,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,18.7644063500498,17.5904107778711,77.3682665851628,2.31,19.0935817805383,75.2225817805383,94.3096542443064,174.185714285714,171.842236024845,16.9413876591436,15.9039764498925,102.643888888889
2010-09-03,"2010w35","Final",73.49,0.70856,103.71739866772,82.7688559284096,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,17.9310716078222,17.5783254480212,78.792786992651,2.31,19.0618357487923,75.1908357487923,94.0556859903382,173.9,171.55652173913,15.2628989976871,15.9014646834401,102.643888888889
2010-09-10,"2010w36","Final",75.02,0.72138,103.995120463556,81.8240478423826,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,18.8758796938493,17.5662401181714,77.899941038254,2.31,19.0618357487923,75.1908357487923,94.0556859903382,173.9,171.55652173913,16.1557449520842,15.8989529169877,102.643888888889
2010-09-17,"2010w37","Final",76.04,0.72868,104.353076796399,82.4533604242275,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,18.2465671120043,17.5541547883215,77.9646029158223,2.31,19.0618357487923,75.1908357487923,94.0556859903382,173.9,171.55652173913,16.0910830745159,15.8964411505353,102.643888888889
2010-09-24,"2010w38","Final",75.76,0.72984,103.803573385948,82.3806160032959,2.67,12.968115942029,13.343115942029,100.699927536232,118.9,116.713043478261,18.319311532936,17.5420694584717,76.9995167522509,2.31,19.0618357487923,75.1908357487923,94.0556859903382,173.9,171.55652173913,17.0561692380873,15.8939293840829,102.643888888889
2010-10-01,"2010w39","Final",77.14,0.73582,104.835421706396,83.0482408920857,2.67,15.3837294085876,15.7587294085876,99.5131960572509,120.185714285714,117.941925465839,16.4649551651652,17.5299841286218,77.8494408365975,2.31,22.7517148258169,78.8807148258169,93.2390988387794,176.9,174.429813664596,15.3896580021819,15.8914176176305,101.464316770186
2010-10-08,"2010w40","Final",81.31,0.74664,108.901210757527,85.615208796794,2.67,15.8769511207129,16.2519511207129,102.801340804753,124.042857142857,121.723291925466,17.1861320079589,17.5626877163943,80.4846806882066,2.31,23.4377531731029,82.5667531731029,94.8126878206859,182.328571428571,179.689440993789,14.3280071324794,15.8860077271151,104.818354037267
2010-10-15,"2010w41","Final",80.69,0.75574,106.76952391034,85.0976501286588,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,18.449032291001,17.5953913041667,81.6250910557649,2.31,23.5122873345936,82.6412873345936,95.3095822306238,182.9,180.260869565217,13.6844911748589,15.8805978365996,105.563695652174
2010-10-22,"2010w42","Final",79.52,0.7513,105.843205111141,84.1022637654443,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,19.4444186542155,17.6280948919392,80.3192240669236,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,16.7294885984829,15.8751879460842,105.563695652174
2010-10-29,"2010w43","Final",80.06,0.749975,106.7502250075,84.6104261076449,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,18.9362563120148,17.6607984797116,80.8414394585533,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,16.2072732068532,15.8697780555687,105.563695652174
2010-11-05,"2010w44","Final",83.3,0.777,107.207207207207,83.1017250916597,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,20.444957328,17.6935020674841,79.9203519083329,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,17.1283607570735,15.8643681650533,105.563695652174
2010-11-12,"2010w45","Final",85.42,0.78422,108.923516360205,86.2509415889256,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,17.2957408307342,17.7262056552565,81.5265876933079,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,15.5221249720985,15.8589582745378,105.563695652174
2010-11-19,"2010w46","Final",82.47,0.77308,106.677187354478,85.4037960960359,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,18.1428863236238,17.7589092430289,81.0631723498144,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,15.985540315592,15.8535483840224,105.563695652174
2010-11-26,"2010w47","Final",82.03,0.76618,107.063614294291,85.0686176431559,2.67,15.988752362949,16.363752362949,103.54668241966,124.9,122.580434782609,18.4780647765038,17.7916128308014,81.9590817633039,2.31,23.773156899811,82.902156899811,97.0487126654064,184.9,182.260869565217,15.0896309021025,15.8481384935069,105.563695652174
2010-12-03,"2010w48","Final",85.62,0.74886,114.333787356782,89.8015620778075,2.7768,16.2868890089117,16.6618890089117,105.427460059411,127.185714285714,124.866149068323,15.6258979816038,17.8501958759062,87.6127073417314,2.4024,24.0712935457737,83.2002935457737,98.943890305158,187.185714285714,184.546583850932,11.3311829634266,15.8553145065574,107.444473291925
2010-12-10,"2010w49","Final",88.19,0.75576,116.690483751455,92.4477421452641,2.8035,16.6222927356198,16.9972927356198,107.636784904132,129.757142857143,127.437577639752,15.1890427588677,17.908778921011,90.8770989886952,2.4255,24.7421009991898,83.8711009991898,103.392839994599,192.328571428571,189.689440993789,12.5157410059038,15.8624905196079,109.653798136646
2010-12-17,"2010w50","Final",89.23,0.74586,119.633711420374,93.4005490240602,2.8035,16.9763300027005,17.3513300027005,109.997033351337,132.471428571429,130.151863354037,16.5964843272765,17.9673619661158,91.660361899313,2.4255,25.1520388873886,84.2810388873886,106.125759249257,195.471428571429,192.832298136646,14.4653973499444,15.8696665326585,112.014046583851
2010-12-24,"2010w51","Final",90.68,0.74194,122.220125616627,95.3032352985524,2.8035,17.1440318660546,17.5190318660546,111.115045773697,133.757142857143,131.437577639752,15.8118104751446,18.0259450112206,94.3530517873576,2.4255,25.4315419929787,84.5605419929787,107.989113286524,197.614285714286,194.975155279503,13.6360614991669,15.876842545709,113.132059006211
2010-12-31,"2010w52","Final",89.69,0.764866666666667,117.262267933409,93.1277305818371,2.8035,17.1526284994149,17.5276284994149,111.172356662766,133.9,131.503485162181,18.0446260809288,18.0845280563254,92.1206772015111,2.4255,25.4814474750203,84.6104474750203,108.321816500135,197.9,195.357763975155,16.2011392986239,15.8840185587595,113.256282608696
2011-01-07,"2011w01","Final",90.9,0.760466666666667,119.531866397826,94.5421459161701,2.8035,17.1275362318841,17.5025362318841,111.005074879227,133.9,131.311111111111,16.4629289630569,18.1431111014302,92.8697163628242,2.4255,25.5130434782609,84.6420434782609,108.532456521739,197.9,195.6,15.6627401589149,15.89119457181,113.256282608696
2011-01-14,"2011w02","Final",93.7,0.7637,122.692156605997,96.0401064719003,2.8035,17.1275362318841,17.5025362318841,111.005074879227,133.9,131.311111111111,14.9649684073268,18.201694146535,93.7895505210032,2.4255,25.5130434782609,84.6420434782609,108.532456521739,197.9,195.6,14.7429060007359,15.8983705848605,113.256282608696
2011-01-21,"2011w03","Final",92.92,0.7672,121.1157455683,97.1863511715662,2.8035,17.5188405797101,17.8938405797101,113.613770531401,136.9,134.311111111111,16.4274193598348,18.2602771916398,94.25772822252,2.4255,25.7739130434783,84.9029130434783,110.271586956522,199.9,197.6,16.0138587340017,15.9055465979111,115.86497826087
2011-01-28,"2011w04","Final",92.73,0.76692,120.912220309811,96.8515492019756,2.8035,17.5188405797101,17.8938405797101,113.613770531401,136.9,134.311111111111,16.7622213294254,18.3246941152474,92.581153495547,2.4255,25.7739130434783,84.9029130434783,110.271586956522,199.9,197.6,17.6904334609747,15.9226652887845,115.86497826087
2011-02-04,"2011w05","Final",96.34,0.77376,124.508891645988,98.406731521673,2.8035,17.5188405797101,17.8938405797101,113.613770531401,136.9,134.311111111111,15.2070390097279,18.3891110388551,94.3486785427924,2.4255,25.7739130434783,84.9029130434783,110.271586956522,199.9,197.6,15.9229084137293,15.9397839796579,115.86497826087
2011-02-11,"2011w06","Final",96.64,0.77012,125.486937100712,100.96023019235,2.8035,17.9660455486542,18.3410455486542,116.595136991028,140.328571428571,137.739682539683,15.6349067986783,18.4535279624627,94.3145027443068,2.4255,25.7739130434783,84.9029130434783,110.271586956522,199.9,197.6,15.957084212215,15.9569026705313,118.846344720497
2011-02-18,"2011w07","Final",99.06,0.75576,131.07335662115,104.039165024319,2.8035,18.1896480331263,18.5646480331263,118.085820220842,142.042857142857,139.453968253968,14.0466551965232,18.5179448860703,97.0011057238298,2.4255,25.9975155279503,85.1265155279503,111.762270186335,201.614285714286,199.314285714286,14.7611644625056,15.9740213614047,120.337027950311
2011-02-25,"2011w08","Final",105.84,0.7532,140.520446096654,109.064617019218,2.8035,18.3014492753623,18.6764492753623,118.831161835749,142.9,140.311111111111,9.76654481653094,18.582361809678,103.309136792448,2.4255,26.1652173913043,85.2942173913043,112.880282608696,202.9,200.6,9.57114581624786,15.9911400522781,121.082369565217
2011-03-04,"2011w09","Final",109.34,0.7471,146.352563244546,114.955860865945,2.8035,19.3076604554865,19.6826604554865,125.53923636991,150.614285714286,148.025396825397,10.5833755039656,18.6467787332856,107.081247049786,2.4255,26.8919254658385,86.0209254658385,117.72500310559,208.471428571429,206.171428571429,10.643756055804,16.0082587431515,127.790444099379
2011-03-11,"2011w10","Final",109.77,0.7371,148.921448921449,118.458118026022,2.8035,20.4256728778468,20.8006728778468,132.992652518979,159.185714285714,156.596825396825,14.534534492957,18.7111956568932,109.670787413407,2.4255,27.767701863354,86.896701863354,123.56351242236,215.185714285714,212.885714285714,13.8927250089528,16.0253774340249,135.243860248447
2011-03-18,"2011w11","Final",106.94,0.72964,146.56542952689,121.451758045875,2.8035,20.8915113871636,21.2665113871636,136.09824258109,162.757142857143,160.168253968254,14.6464845352152,18.7756125805009,108.222336846024,2.4255,27.8608695652174,86.9898695652174,124.184630434783,215.9,213.6,15.962293588759,16.0424961248983,138.349450310559
